Program,Year,Period,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
CENSUS,2007,YEAR,ALABAMA,1,DALE,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",32447
CENSUS,2007,YEAR,ALABAMA,1,GENEVA,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",55217
CENSUS,2007,YEAR,ALABAMA,1,HENRY,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",56660
CENSUS,2007,YEAR,ALABAMA,1,HOUSTON,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",83890
CENSUS,2007,YEAR,ALABAMA,1,PIKE,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",26625
CENSUS,2007,YEAR,ALABAMA,1,RUSSELL,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11591
CENSUS,2007,YEAR,ALASKA,2,KENAI PENINSULA,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2219
CENSUS,2007,YEAR,ALASKA,2,ANCHORAGE,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2007,YEAR,ALASKA,2,JUNEAU,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2007,YEAR,ALASKA,2,ALEUTIAN ISLANDS,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2007,YEAR,ALASKA,2,FAIRBANKS NORTH STAR,,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16834
CENSUS,2007,YEAR,ARIZONA,4,APACHE,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8095
CENSUS,2007,YEAR,ARIZONA,4,COCONINO,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",1432
CENSUS,2007,YEAR,ARIZONA,4,GILA,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",979
CENSUS,2007,YEAR,ARIZONA,4,MOHAVE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16028
CENSUS,2007,YEAR,ARIZONA,4,NAVAJO,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6726
CENSUS,2007,YEAR,ARIZONA,4,YAVAPAI,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4314
CENSUS,2007,YEAR,ARIZONA,4,COCHISE,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",58361
CENSUS,2007,YEAR,ARIZONA,4,GRAHAM,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",27081
CENSUS,2007,YEAR,ARIZONA,4,GREENLEE,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3414
CENSUS,2007,YEAR,ARIZONA,4,LAPAZ,12,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",101745
CENSUS,2007,YEAR,ARIZONA,4,MARICOPA,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",190182
CENSUS,2007,YEAR,ARIZONA,4,PIMA,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",32378
CENSUS,2007,YEAR,ARIZONA,4,PINAL,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",209076
CENSUS,2007,YEAR,ARIZONA,4,SANTA CRUZ,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",436
CENSUS,2007,YEAR,ARIZONA,4,YUMA,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",172159
CENSUS,2007,YEAR,ARKANSAS,5,CONWAY,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",70773
CENSUS,2007,YEAR,ARKANSAS,5,FAULKNER,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44982
CENSUS,2007,YEAR,ARKANSAS,5,GARLAND,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6189
CENSUS,2007,YEAR,ARKANSAS,5,GRANT,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9286
CENSUS,2007,YEAR,ARKANSAS,5,HOT SPRING,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16157
CENSUS,2007,YEAR,ARKANSAS,5,PERRY,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24583
CENSUS,2007,YEAR,ARKANSAS,5,PULASKI,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51920
CENSUS,2007,YEAR,ARKANSAS,5,SALINE,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11105
CENSUS,2007,YEAR,ARKANSAS,5,ARKANSAS,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",341719
CENSUS,2007,YEAR,ARKANSAS,5,CRITTENDEN,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",273300
CENSUS,2007,YEAR,ARKANSAS,5,CROSS,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",242835
CENSUS,2007,YEAR,ARKANSAS,5,LEE,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",278457
CENSUS,2007,YEAR,ARKANSAS,5,LONOKE,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",266579
CENSUS,2007,YEAR,ARKANSAS,5,MONROE,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204014
CENSUS,2007,YEAR,ARKANSAS,5,PHILLIPS,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",409635
CENSUS,2007,YEAR,ARKANSAS,5,PRAIRIE,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",216373
CENSUS,2007,YEAR,ARKANSAS,5,SAINT FRANCIS,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",213665
CENSUS,2007,YEAR,ARKANSAS,5,WOODRUFF,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",229105
CENSUS,2007,YEAR,ARKANSAS,5,BAXTER,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10516
CENSUS,2007,YEAR,ARKANSAS,5,CLEBURNE,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24953
CENSUS,2007,YEAR,ARKANSAS,5,FULTON,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15567
CENSUS,2007,YEAR,ARKANSAS,5,IZARD,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20438
CENSUS,2007,YEAR,ARKANSAS,5,MARION,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",11209
CENSUS,2007,YEAR,ARKANSAS,5,SEARCY,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20315
CENSUS,2007,YEAR,ARKANSAS,5,SHARP,135,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17958
CENSUS,2007,YEAR,ARKANSAS,5,STONE,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",19323
CENSUS,2007,YEAR,ARKANSAS,5,VAN BUREN,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",21074
CENSUS,2007,YEAR,ARKANSAS,5,CLAY,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",279480
CENSUS,2007,YEAR,ARKANSAS,5,CRAIGHEAD,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",290968
CENSUS,2007,YEAR,ARKANSAS,5,GREENE,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",215891
CENSUS,2007,YEAR,ARKANSAS,5,INDEPENDENCE,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",81129
CENSUS,2007,YEAR,ARKANSAS,5,JACKSON,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",250327
CENSUS,2007,YEAR,ARKANSAS,5,LAWRENCE,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",184410
CENSUS,2007,YEAR,ARKANSAS,5,MISSISSIPPI,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",440967
CENSUS,2007,YEAR,ARKANSAS,5,POINSETT,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",316213
CENSUS,2007,YEAR,ARKANSAS,5,RANDOLPH,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",109715
CENSUS,2007,YEAR,ARKANSAS,5,WHITE,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",132371
CENSUS,2007,YEAR,ARKANSAS,5,BENTON,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",74384
CENSUS,2007,YEAR,ARKANSAS,5,BOONE,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",30140
CENSUS,2007,YEAR,ARKANSAS,5,CARROLL,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",38358
CENSUS,2007,YEAR,ARKANSAS,5,MADISON,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",43513
CENSUS,2007,YEAR,ARKANSAS,5,NEWTON,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12094
CENSUS,2007,YEAR,ARKANSAS,5,WASHINGTON,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",77285
CENSUS,2007,YEAR,ARKANSAS,5,BRADLEY,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5646
CENSUS,2007,YEAR,ARKANSAS,5,CALHOUN,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2589
CENSUS,2007,YEAR,ARKANSAS,5,CLARK,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",17668
CENSUS,2007,YEAR,ARKANSAS,5,CLEVELAND,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7177
CENSUS,2007,YEAR,ARKANSAS,5,COLUMBIA,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10422
CENSUS,2007,YEAR,ARKANSAS,5,DALLAS,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3402
CENSUS,2007,YEAR,ARKANSAS,5,NEVADA,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16344
CENSUS,2007,YEAR,ARKANSAS,5,OUACHITA,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6234
CENSUS,2007,YEAR,ARKANSAS,5,UNION,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6562
CENSUS,2007,YEAR,ARKANSAS,5,ASHLEY,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",113428
CENSUS,2007,YEAR,ARKANSAS,5,CHICOT,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",206886
CENSUS,2007,YEAR,ARKANSAS,5,DESHA,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",269859
CENSUS,2007,YEAR,ARKANSAS,5,DREW,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",74553
CENSUS,2007,YEAR,ARKANSAS,5,JEFFERSON,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",247546
CENSUS,2007,YEAR,ARKANSAS,5,LINCOLN,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",121162
CENSUS,2007,YEAR,ARKANSAS,5,HEMPSTEAD,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44412
CENSUS,2007,YEAR,ARKANSAS,5,HOWARD,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",26185
CENSUS,2007,YEAR,ARKANSAS,5,LAFAYETTE,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",41784
CENSUS,2007,YEAR,ARKANSAS,5,LITTLE RIVER,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",39717
CENSUS,2007,YEAR,ARKANSAS,5,MILLER,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",69523
CENSUS,2007,YEAR,ARKANSAS,5,MONTGOMERY,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16887
CENSUS,2007,YEAR,ARKANSAS,5,PIKE,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",16283
CENSUS,2007,YEAR,ARKANSAS,5,SEVIER,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",22018
CENSUS,2007,YEAR,ARKANSAS,5,CRAWFORD,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",34943
CENSUS,2007,YEAR,ARKANSAS,5,FRANKLIN,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",39976
CENSUS,2007,YEAR,ARKANSAS,5,JOHNSON,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",30357
CENSUS,2007,YEAR,ARKANSAS,5,LOGAN,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51470
CENSUS,2007,YEAR,ARKANSAS,5,POLK,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29404
CENSUS,2007,YEAR,ARKANSAS,5,POPE,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",48147
CENSUS,2007,YEAR,ARKANSAS,5,SCOTT,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24766
CENSUS,2007,YEAR,ARKANSAS,5,SEBASTIAN,131,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",23157
CENSUS,2007,YEAR,ARKANSAS,5,YELL,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",49286
CENSUS,2007,YEAR,CALIFORNIA,6,ALAMEDA,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",10759
CENSUS,2007,YEAR,CALIFORNIA,6,CONTRA COSTA,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",23876
CENSUS,2007,YEAR,CALIFORNIA,6,LAKE,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18800
CENSUS,2007,YEAR,CALIFORNIA,6,MARIN,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4007
CENSUS,2007,YEAR,CALIFORNIA,6,MONTEREY,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",227834
CENSUS,2007,YEAR,CALIFORNIA,6,NAPA,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51860
CENSUS,2007,YEAR,CALIFORNIA,6,SAN BENITO,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",32571
CENSUS,2007,YEAR,CALIFORNIA,6,SAN FRANCISCO,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2007,YEAR,CALIFORNIA,6,SAN LUIS OBISPO,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",105492
CENSUS,2007,YEAR,CALIFORNIA,6,SAN MATEO,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",4909
CENSUS,2007,YEAR,CALIFORNIA,6,SANTA CLARA,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",23381
CENSUS,2007,YEAR,CALIFORNIA,6,SANTA CRUZ,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20698
CENSUS,2007,YEAR,CALIFORNIA,6,SONOMA,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",91197
CENSUS,2007,YEAR,CALIFORNIA,6,LASSEN,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",46908
CENSUS,2007,YEAR,CALIFORNIA,6,MODOC,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",103467
CENSUS,2007,YEAR,CALIFORNIA,6,PLUMAS,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7692
CENSUS,2007,YEAR,CALIFORNIA,6,DEL NORTE,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3244
CENSUS,2007,YEAR,CALIFORNIA,6,HUMBOLDT,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",13358
CENSUS,2007,YEAR,CALIFORNIA,6,MENDOCINO,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",31609
CENSUS,2007,YEAR,CALIFORNIA,6,BUTTE,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",200943
CENSUS,2007,YEAR,CALIFORNIA,6,COLUSA,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",276588
CENSUS,2007,YEAR,CALIFORNIA,6,GLENN,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",228533
CENSUS,2007,YEAR,CALIFORNIA,6,SACRAMENTO,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",113315
CENSUS,2007,YEAR,CALIFORNIA,6,SOLANO,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",120410
CENSUS,2007,YEAR,CALIFORNIA,6,SUTTER,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",241597
CENSUS,2007,YEAR,CALIFORNIA,6,TEHAMA,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60556
CENSUS,2007,YEAR,CALIFORNIA,6,YOLO,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",258261
CENSUS,2007,YEAR,CALIFORNIA,6,YUBA,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",62510
CENSUS,2007,YEAR,CALIFORNIA,6,FRESNO,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",978948
CENSUS,2007,YEAR,CALIFORNIA,6,KERN,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",764929
CENSUS,2007,YEAR,CALIFORNIA,6,KINGS,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",419964
CENSUS,2007,YEAR,CALIFORNIA,6,MADERA,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",264767
CENSUS,2007,YEAR,CALIFORNIA,6,MERCED,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",466304
CENSUS,2007,YEAR,CALIFORNIA,6,SAN JOAQUIN,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",444670
CENSUS,2007,YEAR,CALIFORNIA,6,STANISLAUS,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",307992
CENSUS,2007,YEAR,CALIFORNIA,6,TULARE,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",560320
CENSUS,2007,YEAR,CALIFORNIA,6,ALPINE,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",490
CENSUS,2007,YEAR,CALIFORNIA,6,AMADOR,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7457
CENSUS,2007,YEAR,CALIFORNIA,6,CALAVERAS,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2872
CENSUS,2007,YEAR,CALIFORNIA,6,EL DORADO,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",5930
CENSUS,2007,YEAR,CALIFORNIA,6,INYO,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES", (D)
CENSUS,2007,YEAR,CALIFORNIA,6,MARIPOSA,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",286
CENSUS,2007,YEAR,CALIFORNIA,6,MONO,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",8144
CENSUS,2007,YEAR,CALIFORNIA,6,NEVADA,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",2621
