Program,Year,Period,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
CENSUS,2012,YEAR,MISSOURI,29,FRANKLIN,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",111430
CENSUS,2012,YEAR,MISSOURI,29,GASCONADE,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",53480
CENSUS,2012,YEAR,MISSOURI,29,JEFFERSON,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",30774
CENSUS,2012,YEAR,MISSOURI,29,LINCOLN,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",172791
CENSUS,2012,YEAR,MISSOURI,29,MONTGOMERY,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",177234
CENSUS,2012,YEAR,MISSOURI,29,PERRY,157,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",103542
CENSUS,2012,YEAR,MISSOURI,29,ST CHARLES,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",113597
CENSUS,2012,YEAR,MISSOURI,29,ST FRANCOIS,187,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",26578
CENSUS,2012,YEAR,MISSOURI,29,ST LOUIS,189,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12104
CENSUS,2012,YEAR,MISSOURI,29,STE GENEVIEVE,186,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60330
CENSUS,2012,YEAR,MISSOURI,29,WARREN,219,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",74790
CENSUS,2012,YEAR,MISSOURI,29,WASHINGTON,221,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20833
CENSUS,2012,YEAR,MISSOURI,29,ADAIR,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",101631
CENSUS,2012,YEAR,MISSOURI,29,CARROLL,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",258458
CENSUS,2012,YEAR,MISSOURI,29,CHARITON,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",239346
CENSUS,2012,YEAR,MISSOURI,29,GRUNDY,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",96041
CENSUS,2012,YEAR,MISSOURI,29,LINN,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",146132
CENSUS,2012,YEAR,MISSOURI,29,LIVINGSTON,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",162728
CENSUS,2012,YEAR,MISSOURI,29,MACON,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",160778
CENSUS,2012,YEAR,MISSOURI,29,MERCER,129,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",80510
CENSUS,2012,YEAR,MISSOURI,29,PUTNAM,171,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",84459
CENSUS,2012,YEAR,MISSOURI,29,RANDOLPH,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",85673
CENSUS,2012,YEAR,MISSOURI,29,SCHUYLER,197,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",58924
CENSUS,2012,YEAR,MISSOURI,29,SULLIVAN,211,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",99726
CENSUS,2012,YEAR,MISSOURI,29,AUDRAIN,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",333618
CENSUS,2012,YEAR,MISSOURI,29,CLARK,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",125443
CENSUS,2012,YEAR,MISSOURI,29,KNOX,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",153238
CENSUS,2012,YEAR,MISSOURI,29,LEWIS,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",174133
CENSUS,2012,YEAR,MISSOURI,29,MARION,127,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",141073
CENSUS,2012,YEAR,MISSOURI,29,MONROE,137,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",196283
CENSUS,2012,YEAR,MISSOURI,29,PIKE,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",197730
CENSUS,2012,YEAR,MISSOURI,29,RALLS,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",170715
CENSUS,2012,YEAR,MISSOURI,29,SCOTLAND,199,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",119589
CENSUS,2012,YEAR,MISSOURI,29,SHELBY,205,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",187786
CENSUS,2012,YEAR,MISSOURI,29,ANDREW,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",117545
CENSUS,2012,YEAR,MISSOURI,29,ATCHISON,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",217432
CENSUS,2012,YEAR,MISSOURI,29,BUCHANAN,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",120536
CENSUS,2012,YEAR,MISSOURI,29,CALDWELL,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",104921
CENSUS,2012,YEAR,MISSOURI,29,CLAY,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51420
CENSUS,2012,YEAR,MISSOURI,29,CLINTON,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",108372
CENSUS,2012,YEAR,MISSOURI,29,DAVIESS,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",148644
CENSUS,2012,YEAR,MISSOURI,29,DE KALB,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",129405
CENSUS,2012,YEAR,MISSOURI,29,GENTRY,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",104942
CENSUS,2012,YEAR,MISSOURI,29,HARRISON,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",192452
CENSUS,2012,YEAR,MISSOURI,29,HOLT,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",150738
CENSUS,2012,YEAR,MISSOURI,29,NODAWAY,147,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",249901
CENSUS,2012,YEAR,MISSOURI,29,PLATTE,165,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",91448
CENSUS,2012,YEAR,MISSOURI,29,RAY,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",146241
CENSUS,2012,YEAR,MISSOURI,29,WORTH,227,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",45030
CENSUS,2012,YEAR,MISSOURI,29,BOLLINGER,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",66991
CENSUS,2012,YEAR,MISSOURI,29,CARTER,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7941
CENSUS,2012,YEAR,MISSOURI,29,DENT,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",22081
CENSUS,2012,YEAR,MISSOURI,29,DOUGLAS,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",33198
CENSUS,2012,YEAR,MISSOURI,29,HOWELL,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",43057
CENSUS,2012,YEAR,MISSOURI,29,IRON,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9356
CENSUS,2012,YEAR,MISSOURI,29,MADISON,123,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",20563
CENSUS,2012,YEAR,MISSOURI,29,OREGON,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",24943
CENSUS,2012,YEAR,MISSOURI,29,OZARK,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",23130
CENSUS,2012,YEAR,MISSOURI,29,REYNOLDS,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",9730
CENSUS,2012,YEAR,MISSOURI,29,RIPLEY,181,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",30641
CENSUS,2012,YEAR,MISSOURI,29,SHANNON,203,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15563
CENSUS,2012,YEAR,MISSOURI,29,TANEY,213,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12551
CENSUS,2012,YEAR,MISSOURI,29,TEXAS,215,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",50481
CENSUS,2012,YEAR,MISSOURI,29,WAYNE,223,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",14146
CENSUS,2012,YEAR,MISSOURI,29,WEBSTER,225,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",71857
CENSUS,2012,YEAR,MISSOURI,29,WRIGHT,229,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",52219
CENSUS,2012,YEAR,MISSOURI,29,BUTLER,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",181561
CENSUS,2012,YEAR,MISSOURI,29,CAPE GIRARDEAU,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",137334
CENSUS,2012,YEAR,MISSOURI,29,DUNKLIN,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",261497
CENSUS,2012,YEAR,MISSOURI,29,MISSISSIPPI,133,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",228035
CENSUS,2012,YEAR,MISSOURI,29,NEW MADRID,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",323643
CENSUS,2012,YEAR,MISSOURI,29,PEMISCOT,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",278785
CENSUS,2012,YEAR,MISSOURI,29,SCOTT,201,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",181214
CENSUS,2012,YEAR,MISSOURI,29,STODDARD,207,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",365373
CENSUS,2012,YEAR,MISSOURI,29,BARRY,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",64230
CENSUS,2012,YEAR,MISSOURI,29,BARTON,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",201964
CENSUS,2012,YEAR,MISSOURI,29,CHRISTIAN,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",44286
CENSUS,2012,YEAR,MISSOURI,29,DADE,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",92814
CENSUS,2012,YEAR,MISSOURI,29,GREENE,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",60254
CENSUS,2012,YEAR,MISSOURI,29,JASPER,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",112117
CENSUS,2012,YEAR,MISSOURI,29,LAWRENCE,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",99272
CENSUS,2012,YEAR,MISSOURI,29,MCDONALD,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",40209
CENSUS,2012,YEAR,MISSOURI,29,NEWTON,145,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",77162
CENSUS,2012,YEAR,MISSOURI,29,STONE,209,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",25793
CENSUS,2012,YEAR,MISSOURI,29,BATES,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",243456
CENSUS,2012,YEAR,MISSOURI,29,CASS,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",177400
CENSUS,2012,YEAR,MISSOURI,29,CEDAR,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",51681
CENSUS,2012,YEAR,MISSOURI,29,HENRY,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",173159
CENSUS,2012,YEAR,MISSOURI,29,JACKSON,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",68394
CENSUS,2012,YEAR,MISSOURI,29,JOHNSON,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",198441
CENSUS,2012,YEAR,MISSOURI,29,LAFAYETTE,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",231853
CENSUS,2012,YEAR,MISSOURI,29,ST CLAIR,185,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",85674
CENSUS,2012,YEAR,MISSOURI,29,VERNON,217,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",200010
CENSUS,2012,YEAR,MONTANA,30,BROADWATER,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",84875
CENSUS,2012,YEAR,MONTANA,30,CASCADE,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",224520
CENSUS,2012,YEAR,MONTANA,30,FERGUS,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",379633
CENSUS,2012,YEAR,MONTANA,30,GOLDEN VALLEY,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",40658
CENSUS,2012,YEAR,MONTANA,30,JUDITH BASIN,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",184405
CENSUS,2012,YEAR,MONTANA,30,LEWIS AND CLARK,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",63637
CENSUS,2012,YEAR,MONTANA,30,MEAGHER,59,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",52103
CENSUS,2012,YEAR,MONTANA,30,MUSSELSHELL,65,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",66030
CENSUS,2012,YEAR,MONTANA,30,PETROLEUM,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",81192
CENSUS,2012,YEAR,MONTANA,30,WHEATLAND,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",78405
CENSUS,2012,YEAR,MONTANA,30,BLAINE,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",312990
CENSUS,2012,YEAR,MONTANA,30,CHOUTEAU,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",592634
CENSUS,2012,YEAR,MONTANA,30,GLACIER,35,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",308927
CENSUS,2012,YEAR,MONTANA,30,HILL,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",530450
CENSUS,2012,YEAR,MONTANA,30,LIBERTY,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",285883
CENSUS,2012,YEAR,MONTANA,30,PHILLIPS,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",286426
CENSUS,2012,YEAR,MONTANA,30,PONDERA,73,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",306371
CENSUS,2012,YEAR,MONTANA,30,TETON,99,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",295143
CENSUS,2012,YEAR,MONTANA,30,TOOLE,101,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",351951
CENSUS,2012,YEAR,MONTANA,30,DANIELS,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",380059
CENSUS,2012,YEAR,MONTANA,30,DAWSON,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",241221
CENSUS,2012,YEAR,MONTANA,30,GARFIELD,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",189650
CENSUS,2012,YEAR,MONTANA,30,MCCONE,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",402834
CENSUS,2012,YEAR,MONTANA,30,RICHLAND,83,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",310997
CENSUS,2012,YEAR,MONTANA,30,ROOSEVELT,85,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",473401
CENSUS,2012,YEAR,MONTANA,30,SHERIDAN,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",548777
CENSUS,2012,YEAR,MONTANA,30,VALLEY,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",512077
CENSUS,2012,YEAR,MONTANA,30,DEER LODGE,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7414
CENSUS,2012,YEAR,MONTANA,30,FLATHEAD,29,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",59529
CENSUS,2012,YEAR,MONTANA,30,GRANITE,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",21613
CENSUS,2012,YEAR,MONTANA,30,LAKE,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",65374
CENSUS,2012,YEAR,MONTANA,30,LINCOLN,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",7506
CENSUS,2012,YEAR,MONTANA,30,MINERAL,61,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",1935
CENSUS,2012,YEAR,MONTANA,30,MISSOULA,63,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",15767
CENSUS,2012,YEAR,MONTANA,30,POWELL,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",47028
CENSUS,2012,YEAR,MONTANA,30,RAVALLI,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",42100
CENSUS,2012,YEAR,MONTANA,30,SANDERS,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",26455
CENSUS,2012,YEAR,MONTANA,30,BIG HORN,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",167983
CENSUS,2012,YEAR,MONTANA,30,CARBON,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",74397
CENSUS,2012,YEAR,MONTANA,30,PARK,67,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",66269
CENSUS,2012,YEAR,MONTANA,30,STILLWATER,95,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",68643
CENSUS,2012,YEAR,MONTANA,30,SWEET GRASS,97,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",32707
CENSUS,2012,YEAR,MONTANA,30,TREASURE,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",37293
CENSUS,2012,YEAR,MONTANA,30,YELLOWSTONE,111,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",212643
CENSUS,2012,YEAR,MONTANA,30,CARTER,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",97893
CENSUS,2012,YEAR,MONTANA,30,CUSTER,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",77712
CENSUS,2012,YEAR,MONTANA,30,FALLON,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",92578
CENSUS,2012,YEAR,MONTANA,30,POWDER RIVER,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",73952
CENSUS,2012,YEAR,MONTANA,30,PRAIRIE,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",55774
CENSUS,2012,YEAR,MONTANA,30,ROSEBUD,87,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",90092
CENSUS,2012,YEAR,MONTANA,30,WIBAUX,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",88525
CENSUS,2012,YEAR,MONTANA,30,BEAVERHEAD,1,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131384
CENSUS,2012,YEAR,MONTANA,30,GALLATIN,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",161269
CENSUS,2012,YEAR,MONTANA,30,JEFFERSON,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",25871
CENSUS,2012,YEAR,MONTANA,30,MADISON,57,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",95216
CENSUS,2012,YEAR,MONTANA,30,SILVER BOW,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",3758
CENSUS,2012,YEAR,NEBRASKA,31,BUFFALO,19,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",325556
CENSUS,2012,YEAR,NEBRASKA,31,CUSTER,41,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",416156
CENSUS,2012,YEAR,NEBRASKA,31,DAWSON,47,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",301830
CENSUS,2012,YEAR,NEBRASKA,31,GREELEY,77,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",135663
CENSUS,2012,YEAR,NEBRASKA,31,HALL,79,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",240452
CENSUS,2012,YEAR,NEBRASKA,31,HOWARD,93,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",165759
CENSUS,2012,YEAR,NEBRASKA,31,SHERMAN,163,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",112900
CENSUS,2012,YEAR,NEBRASKA,31,VALLEY,175,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",134729
CENSUS,2012,YEAR,NEBRASKA,31,BUTLER,23,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",287992
CENSUS,2012,YEAR,NEBRASKA,31,CASS,25,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",289510
CENSUS,2012,YEAR,NEBRASKA,31,COLFAX,37,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",217326
CENSUS,2012,YEAR,NEBRASKA,31,DODGE,53,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",300122
CENSUS,2012,YEAR,NEBRASKA,31,DOUGLAS,55,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",73924
CENSUS,2012,YEAR,NEBRASKA,31,HAMILTON,81,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",267210
CENSUS,2012,YEAR,NEBRASKA,31,LANCASTER,109,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",373212
CENSUS,2012,YEAR,NEBRASKA,31,MERRICK,121,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",193720
CENSUS,2012,YEAR,NEBRASKA,31,NANCE,125,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",127264
CENSUS,2012,YEAR,NEBRASKA,31,PLATTE,141,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",333113
CENSUS,2012,YEAR,NEBRASKA,31,POLK,143,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",206122
CENSUS,2012,YEAR,NEBRASKA,31,SARPY,153,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",78340
CENSUS,2012,YEAR,NEBRASKA,31,SAUNDERS,155,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",382536
CENSUS,2012,YEAR,NEBRASKA,31,SEWARD,159,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",278286
CENSUS,2012,YEAR,NEBRASKA,31,WASHINGTON,177,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",204638
CENSUS,2012,YEAR,NEBRASKA,31,YORK,185,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",309283
CENSUS,2012,YEAR,NEBRASKA,31,ARTHUR,5,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",25897
CENSUS,2012,YEAR,NEBRASKA,31,BLAINE,9,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",29635
CENSUS,2012,YEAR,NEBRASKA,31,BOYD,15,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",80563
CENSUS,2012,YEAR,NEBRASKA,31,BROWN,17,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",93860
CENSUS,2012,YEAR,NEBRASKA,31,CHERRY,31,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",326998
CENSUS,2012,YEAR,NEBRASKA,31,GARFIELD,71,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",59199
CENSUS,2012,YEAR,NEBRASKA,31,GRANT,75,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",37845
CENSUS,2012,YEAR,NEBRASKA,31,HOLT,89,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",560763
CENSUS,2012,YEAR,NEBRASKA,31,HOOKER,91,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",12101
CENSUS,2012,YEAR,NEBRASKA,31,KEYA PAHA,103,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",88071
CENSUS,2012,YEAR,NEBRASKA,31,LOGAN,113,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",52575
CENSUS,2012,YEAR,NEBRASKA,31,LOUP,115,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",25633
CENSUS,2012,YEAR,NEBRASKA,31,MCPHERSON,117,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",18090
CENSUS,2012,YEAR,NEBRASKA,31,ROCK,149,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",138885
CENSUS,2012,YEAR,NEBRASKA,31,THOMAS,171,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",6290
CENSUS,2012,YEAR,NEBRASKA,31,WHEELER,183,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",82193
CENSUS,2012,YEAR,NEBRASKA,31,ANTELOPE,3,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",324359
CENSUS,2012,YEAR,NEBRASKA,31,BOONE,11,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",307074
CENSUS,2012,YEAR,NEBRASKA,31,BURT,21,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",263506
CENSUS,2012,YEAR,NEBRASKA,31,CEDAR,27,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",340154
CENSUS,2012,YEAR,NEBRASKA,31,CUMING,39,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",300486
CENSUS,2012,YEAR,NEBRASKA,31,DAKOTA,43,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",128451
CENSUS,2012,YEAR,NEBRASKA,31,DIXON,51,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",208588
CENSUS,2012,YEAR,NEBRASKA,31,KNOX,107,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",276631
CENSUS,2012,YEAR,NEBRASKA,31,MADISON,119,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",276670
CENSUS,2012,YEAR,NEBRASKA,31,PIERCE,139,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",243545
CENSUS,2012,YEAR,NEBRASKA,31,STANTON,167,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",178257
CENSUS,2012,YEAR,NEBRASKA,31,THURSTON,173,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",201733
CENSUS,2012,YEAR,NEBRASKA,31,WAYNE,179,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",233595
CENSUS,2012,YEAR,NEBRASKA,31,BANNER,7,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",95715
CENSUS,2012,YEAR,NEBRASKA,31,BOX BUTTE,13,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",239471
CENSUS,2012,YEAR,NEBRASKA,31,CHEYENNE,33,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",282927
CENSUS,2012,YEAR,NEBRASKA,31,DAWES,45,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",88336
CENSUS,2012,YEAR,NEBRASKA,31,DEUEL,49,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",131049
CENSUS,2012,YEAR,NEBRASKA,31,GARDEN,69,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",100103
CENSUS,2012,YEAR,NEBRASKA,31,KIMBALL,105,AG LAND,"AG LAND, CROPLAND, HARVESTED - ACRES",187141
